,cluster,X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,DIVISION,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,POLICE_DIVISION,HOOD_ID,NEIGHBOURHOOD,ObjectId
11661,7,-8851390.42000544,5412897.34125681,80240650,5000938109,2015,2015/06/04 04:00:00+00,2135,21,DUNDAS ST W,ROYAL YORK RD,300 m East of,Major Arterial,Etobicoke York,"2,3",22,43.659487,-79.513393,Intersection,Non Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,75 to 79,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D22,15,Kingsway South (15),11662
11662,9,-8823906.19432604,5435780.12588263,80561167,5000693331,2015,2015/04/27 04:00:00+00,0,0,MCCOWAN RD,FINCH AVE E,5 m East of,Major Arterial,Scarborough,23,42,43.808016,-79.266498,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,15 to 19,Minimal,<Null>,North,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D42,129,Agincourt North (129),11663
11663,7,-8845800.28913628,5432791.4758605,80485565,4002886498,2014,2014/09/11 04:00:00+00,625,6,STEELES AVE W,CONLEY ST,<Null>,Major Arterial,North York,6,32,43.788638,-79.463176,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Motorcycle Driver,40 to 44,Major,<Null>,West,Motorcycle,Going Ahead,Other,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D32,35,Westminster-Branson (35),11664
11666,4,-8854048.72944559,5421753.22250335,80218396,4002906646,2014,2014/09/14 04:00:00+00,643,6,WALSH AVE,WESTON N WALSH RAMP,<Null>,Major Arterial,Etobicoke York,7,31,43.717013,-79.537273,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,Minor,<Null>,North,"Automobile, Station Wagon",Turning Left,Disobeyed Traffic Control,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,D31,23,Pelmo Park-Humberlea (23),11667
11668,7,-8823906.19432604,5435780.12588263,80561168,5000693331,2015,2015/04/27 04:00:00+00,0,0,MCCOWAN RD,FINCH AVE E,5 m East of,Major Arterial,Scarborough,23,42,43.808016,-79.266498,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Minimal,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D42,129,Agincourt North (129),11669
11670,4,-8854048.72944559,5421753.22250335,80218397,4002906646,2014,2014/09/14 04:00:00+00,643,6,WALSH AVE,WESTON N WALSH RAMP,<Null>,Major Arterial,Etobicoke York,7,31,43.717013,-79.537273,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,65 to 69,Major,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,D31,23,Pelmo Park-Humberlea (23),11671
11672,7,-8839007.57380807,5422988.38812553,80240866,5000955442,2015,2015/06/07 04:00:00+00,1830,18,YONGE ST,LAWRENCE AVE E,<Null>,Major Arterial,North York,"8,15","53,32",43.725032,-79.402156,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,<Null>,North,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,103,Lawrence Park South (103),11673
11673,6,-8840712.0978511,5432630.79667357,80497050,5000955489,2015,2015/06/07 04:00:00+00,1850,18,YONGE ST,CUMMER AVE,38 m North of,Major Arterial,North York,18,32,43.787596,-79.417468,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Major,<Null>,South,Pick Up Truck,Going Ahead,Lost control,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D32,50,Newtonbrook East (50),11674
11677,3,-8837396.44681782,5414886.81177892,80240988,5000963180,2015,2015/06/09 04:00:00+00,25,0,878 YONGE  ST,<Null>,20 m North of,Major Arterial,Toronto and East York,11,53,43.672415,-79.387683,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,Major,<Null>,North,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D53,98,Rosedale-Moore Park (98),11678
11678,3,-8837396.44681782,5414886.81177892,80240989,5000963180,2015,2015/06/09 04:00:00+00,25,0,878 YONGE  ST,<Null>,20 m North of,Major Arterial,Toronto and East York,11,53,43.672415,-79.387683,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,30 to 34,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,Yes,<Null>,D53,98,Rosedale-Moore Park (98),11679
11684,8,-8850781.39107131,5428264.23249071,80497074,5000976277,2015,2015/06/11 04:00:00+00,24,0,FINCH AVE W,TOBERMORY DR,<Null>,Major Arterial,Etobicoke York,7,31,43.759272,-79.507922,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Cyclist Collisions,Driver,20 to 24,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,Yes,<Null>,D31,25,Glenfield-Jane Heights (25),11685
11686,7,-8840202.58854174,5429804.25707259,80008582,5000979465,2015,2015/06/11 04:00:00+00,1322,13,YONGE ST,EMPRESS AVE,<Null>,Major Arterial,North York,18,32,43.769263,-79.412891,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,55 to 59,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D32,51,Willowdale East (51),11687
11687,6,-8840202.58854174,5429804.25707259,80241215,5000979465,2015,2015/06/11 04:00:00+00,1322,13,YONGE ST,EMPRESS AVE,<Null>,Major Arterial,North York,18,32,43.769263,-79.412891,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,60 to 64,Minor,<Null>,East,"Automobile, Station Wagon",Turning Left,Lost control,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D32,51,Willowdale East (51),11688
11692,7,-8828832.08179364,5416174.47137252,80241584,5000997483,2015,2015/06/12 04:00:00+00,530,5,GERRARD ST E,WOODBINE AVE,1 m East of,Major Arterial,Toronto and East York,19,55,43.680781,-79.310748,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Other,Driver,40 to 44,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Other,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D55,62,East End-Danforth (62),11693
11694,0,-8851434.5025238,5422184.48738817,80241307,5000984230,2015,2015/06/12 04:00:00+00,756,7,WILSON AVE,DALLNER RD,<Null>,Major Arterial,Etobicoke York,7,31,43.719813,-79.513789,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Major,<Null>,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),11695
11695,2,-8851434.5025238,5422184.48738817,80241308,5000984230,2015,2015/06/12 04:00:00+00,756,7,WILSON AVE,DALLNER RD,<Null>,Major Arterial,Etobicoke York,7,31,43.719813,-79.513789,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,Minor,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D31,26,Downsview-Roding-CFB (26),11696
11696,8,-8850174.14324903,5407230.12976074,80000147,5000989979,2015,2015/06/13 04:00:00+00,300,3,F G GARDINER XY  W,ROYAL YORK RD,<Null>,<Null>,Etobicoke York,3,22,43.622645,-79.502467,Mid-Block,<Null>,No Control,Rain,Dark,Wet,Fatal,SMV Other,Driver,20 to 24,Fatal,30,West,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D22,16,Stonegate-Queensway (16),11697
11697,0,-8837022.74728723,5432490.32033196,80632023,5000992370,2015,2015/06/13 04:00:00+00,1423,14,FINCH AVE E,PAGE AVE,<Null>,Major Arterial,North York,17,33,43.786685,-79.384326,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,85 to 89,None,<Null>,North,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D33,52,Bayview Village (52),11698
11701,6,-8838388.41480028,5415240.33849623,80497100,5000995174,2015,2015/06/13 04:00:00+00,2320,23,AVENUE RD,DAVENPORT RD,<Null>,Major Arterial,Toronto and East York,11,53,43.674712,-79.396594,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Cyclist Collisions,Driver,15 to 19,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Other,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D53,95,Annex (95),11702
11702,3,-8848028.01478603,5418109.99248103,80632026,5000998310,2015,2015/06/14 04:00:00+00,1409,14,TRETHEWEY DR,CLEARVIEW HTS,5 m West of,Minor Arterial,Etobicoke York,5,12,43.693354,-79.483188,Intersection,At Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Driver,50 to 54,None,<Null>,West,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D12,112,Beechborough-Greenbrook (112),11703
11703,3,-8848028.01478603,5418109.99248103,80632027,5000998310,2015,2015/06/14 04:00:00+00,1409,14,TRETHEWEY DR,CLEARVIEW HTS,5 m West of,Minor Arterial,Etobicoke York,5,12,43.693354,-79.483188,Intersection,At Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Driver,25 to 29,Major,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,Yes,Yes,<Null>,<Null>,<Null>,D12,112,Beechborough-Greenbrook (112),11704
11705,3,-8835705.50375267,5418936.48030552,80241719,5001008776,2015,2015/06/16 04:00:00+00,715,7,BAYVIEW AVE,SUTHERLAND DR,<Null>,Major Arterial,North York,15,53,43.698722,-79.372493,Intersection,At Intersection,Stop Sign,Rain,Dawn,Wet,Non-Fatal Injury,Turning Movement,Driver,30 to 34,None,<Null>,North,Municipal Transit Bus (TTC),Going Ahead,Speed too Fast For Condition,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D53,56,Leaside-Bennington (56),11706
11706,1,-8835705.50375267,5418936.48030552,80241720,5001008776,2015,2015/06/16 04:00:00+00,715,7,BAYVIEW AVE,SUTHERLAND DR,<Null>,Major Arterial,North York,15,53,43.698722,-79.372493,Intersection,At Intersection,Stop Sign,Rain,Dawn,Wet,Non-Fatal Injury,Turning Movement,Motorcycle Driver,30 to 34,Major,<Null>,West,Motorcycle,Turning Left,Failed to Yield Right of Way,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D53,56,Leaside-Bennington (56),11707
11707,0,-8840959.22712066,5424388.71971124,80241902,5001021761,2015,2015/06/16 04:00:00+00,900,9,AVENUE RD,FELBRIGG AVE,<Null>,Major Arterial,North York,8,32,43.734122,-79.419688,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,<Null>,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D32,39,Bedford Park-Nortown (39),11708
11709,7,-8860951.76238917,5427188.32548819,80241773,5001012309,2015,2015/06/16 04:00:00+00,1724,17,MARTIN GROVE RD,ROYALCREST RD,11 m South of,Minor Arterial,Etobicoke York,1,23,43.752291,-79.599284,Intersection,Intersection Related,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,<Null>,South,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D23,2,Mount Olive-Silverstone-Jamestown (2),11710
11712,6,-8834580.17502024,5416492.79692595,80486005,5001013446,2015,2015/06/16 04:00:00+00,2049,20,BAYVIEW BLOOR DVP RAMP,DON VALLEY PARKWAY  N,<Null>,<Null>,Toronto and East York,14,54,43.682849,-79.362384,Mid-Block,Underpass or Tunnel,No Control,Clear,Dusk,Dry,Non-Fatal Injury,SMV Other,Motorcycle Driver,35 to 39,Major,<Null>,West,Motorcycle,Going Ahead,Lost control,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D54,57,Broadview North (57),11713
11713,6,-8836211.67347731,5430112.41618433,80241811,5001016196,2015,2015/06/17 04:00:00+00,830,8,ARROWSTOOK RD,BURBANK DR,<Null>,Local,North York,17,33,43.771262,-79.37704,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,None,<Null>,West,"Automobile, Station Wagon",Turning Right,Other,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D33,52,Bayview Village (52),11714
11724,9,-8833570.39591926,5430491.19314486,80242708,5001077682,2015,2015/06/26 04:00:00+00,1652,16,SHEPPARD AVE E,SHAUGHNESSY BLVD,5 m West of,Major Arterial,North York,17,33,43.773719,-79.353313,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,60 to 64,Major,<Null>,West,Motorcycle,Turning Left,Improper Turn,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D33,53,Henry Farm (53),11725
11725,7,-8833570.39591926,5430491.19314486,80242709,5001077682,2015,2015/06/26 04:00:00+00,1652,16,SHEPPARD AVE E,SHAUGHNESSY BLVD,5 m West of,Major Arterial,North York,17,33,43.773719,-79.353313,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D33,53,Henry Farm (53),11726
11728,7,-8843959.84399499,5417102.84894791,80143419,5001079056,2015,2015/06/26 04:00:00+00,2150,21,2058 DUFFERIN ST,<Null>,<Null>,Major Arterial,Toronto and East York,"9,12",13,43.686812,-79.446643,Mid-Block,<Null>,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Driver,60 to 64,None,<Null>,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Had Been Drinking,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D13,107,Oakwood Village (107),11729
11732,6,-8823951.16740032,5430584.61793784,80243084,5001095656,2015,2015/06/29 04:00:00+00,1745,17,300 PROGRESS AVE,<Null>,40 m East of,Minor Arterial,Scarborough,21,41,43.774325,-79.266902,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,55 to 59,Minimal,<Null>,West,"Automobile, Station Wagon",Making U Turn,Improper Turn,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D41,127,Bendale (127),11733
11733,7,-8823951.16740032,5430584.61793784,80243085,5001095656,2015,2015/06/29 04:00:00+00,1745,17,300 PROGRESS AVE,<Null>,40 m East of,Minor Arterial,Scarborough,21,41,43.774325,-79.266902,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,50 to 54,Major,<Null>,West,Motorcycle,Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,D41,127,Bendale (127),11734
11735,6,-8829586.27134376,5428840.53626675,80243113,5001098276,2015,2015/06/30 04:00:00+00,410,4,VICTORIA PARK AVE,YORK MILLS RD,<Null>,Major Arterial,North York,"16,21","41,33",43.763011,-79.317523,Intersection,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,None,<Null>,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D41,119,Wexford/Maryvale (119),11736
11737,0,-8820275.39781432,5431727.37535256,80486140,5001105926,2015,2015/07/01 04:00:00+00,949,9,MARKHAM RD,PROGRESS AVE,<Null>,Major Arterial,Scarborough,24,43,43.781737,-79.233882,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,None,<Null>,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D43,137,Woburn (137),11738
11738,2,-8820275.39781432,5431727.37535256,80486141,5001105926,2015,2015/07/01 04:00:00+00,949,9,MARKHAM RD,PROGRESS AVE,<Null>,Major Arterial,Scarborough,24,43,43.781737,-79.233882,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,Minimal,<Null>,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,D43,137,Woburn (137),11739
11743,0,-8854048.72944559,5421750.91221002,80486177,5001109964,2015,2015/07/01 04:00:00+00,2330,23,WALSH AVE,WESTON RD,22 m East of,Major Arterial,Etobicoke York,7,31,43.716998,-79.537273,Intersection,Non Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,40 to 44,Major,<Null>,West,"Automobile, Station Wagon",Going Ahead,Following too Close,"Ability Impaired, Alcohol Over .08",<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D31,23,Pelmo Park-Humberlea (23),11744
11744,5,-8854048.72944559,5421750.91221002,80486178,5001109964,2015,2015/07/01 04:00:00+00,2330,23,WALSH AVE,WESTON RD,22 m East of,Major Arterial,Etobicoke York,7,31,43.716998,-79.537273,Intersection,Non Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Truck Driver,50 to 54,None,<Null>,West,"Truck - Closed (Blazer, etc)",Stopped,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,Yes,<Null>,Yes,<Null>,Yes,<Null>,D31,23,Pelmo Park-Humberlea (23),11745
11750,7,-8832228.43945774,5433793.23960552,80243563,5001126666,2015,2015/07/04 04:00:00+00,1340,13,FINCH AVE E,GORDON BAKER RD,10 m West of,Major Arterial,North York,17,33,43.795134,-79.341258,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,80 to 84,None,<Null>,East,"Automobile, Station Wagon",Going Ahead,Other,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,D33,46,Pleasant View (46),11751
11753,3,-8863249.17404016,5422774.42878133,80218467,4002915951,2014,2014/09/15 04:00:00+00,1655,16,HUMBERWOOD BLVD,HULLRICK DR,15 m East of,Collector,Etobicoke York,1,23,43.723643,-79.619922,Intersection,Non Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Driver,25 to 29,Major,<Null>,West,"Automobile, Station Wagon",Overtaking,Speed too Fast For Condition,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D23,1,West Humber-Clairville (1),11754
11756,3,-8863249.17404016,5422774.42878133,80218468,4002915951,2014,2014/09/15 04:00:00+00,1655,16,HUMBERWOOD BLVD,HULLRICK DR,15 m East of,Collector,Etobicoke York,1,23,43.723643,-79.619922,Intersection,Non Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Approaching,Driver,30 to 34,Minor,<Null>,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,Yes,<Null>,<Null>,<Null>,D23,1,West Humber-Clairville (1),11757
11757,0,-8857783.05308374,5417836.87361115,80237343,5000706229,2015,2015/04/29 04:00:00+00,40,0,MARTIN GROVE RD,DIXON RD,<Null>,Major Arterial,Etobicoke York,"1,2",23,43.69158,-79.570819,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,<Null>,South,Passenger Van,Turning Left,Failed to Yield Right of Way,Inattentive,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,Yes,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,Yes,<Null>,<Null>,<Null>,D23,1,West Humber-Clairville (1),11758
