,LATITUDE,LONGITUDE,INVAGE,RDSFCOND,VISIBILITY,LIGHT,TRAFFCTL,DRIVACT,DRIVCOND,TIME
2729,43.722,-79.33,20 to 24,Dry,Clear,"Dark, artificial",No Control,Lost control,Unknown,2207.0
2730,43.722,-79.33,unknown,Dry,Clear,"Dark, artificial",No Control,<Null>,<Null>,2207.0
2731,43.722,-79.326,25 to 29,Loose Snow,Snow,"Dark, artificial",No Control,Speed too Fast For Condition,Had Been Drinking,305.0
2732,43.722,-79.307,15 to 19,Wet,Clear,Daylight,No Control,Lost control,Inattentive,1743.3333333333333
2733,43.722,-79.307,30 to 34,Dry,Clear,Dark,Stop Sign,Exceeding Speed Limit,Normal,1743.3333333333333
2734,43.722,-79.307,unknown,Dry,Clear,Dark,Stop Sign,<Null>,<Null>,1743.3333333333333
2735,43.722,-79.301,50 to 54,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1427.5
2736,43.722,-79.301,55 to 59,Dry,Clear,Daylight,No Control,Lost control,Normal,1427.5
2737,43.722,-79.242,60 to 64,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,1752.0
2738,43.723,-79.619,25 to 29,Wet,Rain,Daylight,No Control,Speed too Fast For Condition,Normal,1655.0
2739,43.723,-79.615,45 to 49,Slush,Clear,Daylight,No Control,Lost control,Normal,1513.0
2740,43.723,-79.572,25 to 29,Wet,Clear,"Dark, artificial",Traffic Signal,Following too Close,Inattentive,1644.0
2741,43.723,-79.558,45 to 49,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1340.0
2742,43.723,-79.558,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1340.0
2743,43.723,-79.521,75 to 79,Dry,Clear,Daylight,No Control,Lost control,Unknown,1108.0
2744,43.723,-79.496,20 to 24,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Inattentive,1565.0
2745,43.723,-79.496,70 to 74,Dry,Clear,Daylight,Traffic Signal,Lost control,Other,1565.0
2746,43.723,-79.494,20 to 24,Dry,Clear,"Dawn, artificial",No Control,Lost control,Normal,264.0
2747,43.723,-79.494,20 to 24,Wet,Clear,Dark,Traffic Signal,Improper Lane Change,Normal,264.0
2748,43.723,-79.49,50 to 54,Dry,Clear,Daylight,No Control,Lost control,Inattentive,1039.0
2749,43.723,-79.423,50 to 54,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,1834.0
2750,43.723,-79.411,70 to 74,Dry,Clear,"Dark, artificial",No Control,Improper Turn,Inattentive,1825.0
2751,43.723,-79.339,55 to 59,Dry,Clear,Daylight,No Control,Following too Close,Inattentive,1630.0
2752,43.723,-79.336,90 to 94,Dry,Clear,Daylight,Traffic Signal,Lost control,Medical or Physical Disability,1245.0
2753,43.723,-79.33,40 to 44,Dry,Clear,Daylight,No Control,Following too Close,Normal,1661.5
2754,43.723,-79.33,50 to 54,Wet,Rain,"Dark, artificial",No Control,Speed too Fast For Condition,Inattentive,1661.5
2755,43.723,-79.302,45 to 49,Dry,Other,Daylight,Traffic Signal,Improper Turn,Inattentive,1577.0
2756,43.723,-79.302,55 to 59,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1577.0
2757,43.724,-79.519,40 to 44,Dry,Clear,Daylight,No Control,<Null>,<Null>,1235.0
2758,43.724,-79.491,35 to 39,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Unknown,1438.0
2759,43.724,-79.481,85 to 89,Dry,Clear,Daylight,No Control,Improper Turn,Inattentive,833.0
2760,43.724,-79.447,45 to 49,Dry,Clear,Daylight,No Control,Lost control,Unknown,1820.0
2761,43.724,-79.336,80 to 84,Dry,Clear,Daylight,No Control,Lost control,Normal,925.0
2762,43.724,-79.302,25 to 29,Dry,Clear,Dark,Traffic Signal,Disobeyed Traffic Control,Normal,1099.0
2763,43.724,-79.302,25 to 29,Dry,Clear,Dawn,Traffic Controller,Disobeyed Traffic Control,Fatigue,1099.0
2764,43.724,-79.302,45 to 49,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,1099.0
2765,43.724,-79.302,55 to 59,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,1099.0
2766,43.724,-79.302,55 to 59,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,1099.0
2767,43.724,-79.302,60 to 64,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Inattentive,1099.0
2768,43.724,-79.3,20 to 24,Wet,Rain,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Normal,2010.0
2769,43.724,-79.264,20 to 24,Dry,Clear,"Dusk, artificial",No Control,Improper Turn,Normal,1200.3333333333333
2770,43.724,-79.264,50 to 54,Dry,Clear,"Daylight, artificial",No Control,Failed to Yield Right of Way,Normal,1200.3333333333333
2771,43.724,-79.264,80 to 84,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1200.3333333333333
2772,43.725,-79.586,45 to 49,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1345.0
2773,43.725,-79.56,40 to 44,Slush,Snow,Daylight,No Control,Speed too Fast For Condition,Unknown,620.0
2774,43.725,-79.555,20 to 24,Wet,Clear,Daylight,No Control,Lost control,Unknown,1723.5
2775,43.725,-79.555,25 to 29,Dry,Clear,Daylight,No Control,Following too Close,Normal,1723.5
2776,43.725,-79.55,30 to 34,Dry,Clear,Daylight,No Control,Following too Close,Normal,1825.0
2777,43.725,-79.488,60 to 64,Dry,Clear,Daylight,No Control,Improper Passing,Inattentive,1240.0
2778,43.725,-79.431,70 to 74,Wet,Rain,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,890.5
2779,43.725,-79.431,75 to 79,Dry,Clear,Daylight,No Control,Other,Normal,890.5
2780,43.725,-79.416,45 to 49,Dry,Clear,Daylight,No Control,Improper Lane Change,Normal,1350.0
2781,43.725,-79.402,25 to 29,Dry,Clear,Dark,No Control,Improper Lane Change,Normal,633.0
2782,43.725,-79.402,85 to 89,<Null>,<Null>,Daylight,Traffic Signal,Failed to Yield Right of Way,<Null>,633.0
2783,43.725,-79.394,45 to 49,Other,Other,"Dark, artificial",Stop Sign,Failed to Yield Right of Way,Normal,2137.0
2784,43.725,-79.33,25 to 29,Dry,Clear,Daylight,No Control,Lost control,Normal,2001.0
2785,43.725,-79.319,20 to 24,Dry,Clear,Dark,No Control,Exceeding Speed Limit,Had Been Drinking,2030.0
2786,43.725,-79.313,25 to 29,Wet,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Normal,2022.0
2787,43.725,-79.297,30 to 34,Dry,Clear,Dark,No Control,Lost control,Had Been Drinking,1203.2
2788,43.725,-79.297,30 to 34,Dry,Clear,"Dark, artificial",Traffic Signal,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08",1203.2
2789,43.725,-79.297,35 to 39,Dry,Clear,Dark,Traffic Signal,Failed to Yield Right of Way,Inattentive,1203.2
2790,43.725,-79.297,35 to 39,Wet,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1203.2
2791,43.725,-79.297,55 to 59,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,1203.2
2792,43.725,-79.232,45 to 49,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1405.6666666666667
2793,43.725,-79.232,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1405.6666666666667
2794,43.725,-79.232,80 to 84,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1405.6666666666667
2795,43.726,-79.571,35 to 39,Dry,Clear,"Dark, artificial",No Control,Failed to Yield Right of Way,Normal,2309.0
2796,43.726,-79.569,25 to 29,Dry,Clear,Daylight,No Control,Lost control,Inattentive,715.0
2797,43.726,-79.552,unknown,Dry,Clear,Dark,Traffic Controller,Following too Close,Inattentive,2225.0
2798,43.726,-79.535,55 to 59,Slush,Snow,Daylight,No Control,Speed too Fast For Condition,Normal,1530.0
2799,43.726,-79.482,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Inattentive,1795.6666666666667
2800,43.726,-79.482,30 to 34,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,1795.6666666666667
2801,43.726,-79.482,60 to 64,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1795.6666666666667
2802,43.726,-79.457,15 to 19,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,994.6666666666666
2803,43.726,-79.457,30 to 34,Dry,Clear,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Inattentive,994.6666666666666
2804,43.726,-79.457,35 to 39,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Unknown,994.6666666666666
2805,43.726,-79.434,55 to 59,Dry,Clear,Daylight,No Control,Lost control,Fatigue,1350.0
2806,43.726,-79.431,25 to 29,Dry,Clear,"Dark, artificial",No Control,Failed to Yield Right of Way,Inattentive,1715.0
2807,43.726,-79.402,60 to 64,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Normal,1405.0
2808,43.726,-79.397,25 to 29,Dry,Clear,Dark,Traffic Signal,Following too Close,Inattentive,348.0
2809,43.726,-79.396,35 to 39,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,858.0
2810,43.726,-79.392,65 to 69,Dry,Clear,Daylight,No Control,Lost control,Unknown,1650.0
2811,43.726,-79.358,70 to 74,Dry,Clear,Daylight,No Control,Other,Inattentive,1218.0
2812,43.726,-79.349,35 to 39,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,759.0
2813,43.726,-79.33,30 to 34,Dry,Clear,Dark,No Control,Lost control,Inattentive,2314.0
2814,43.726,-79.318,75 to 79,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1320.0
2815,43.726,-79.313,40 to 44,Wet,Rain,Daylight,Traffic Signal,Following too Close,Inattentive,1308.0
2816,43.726,-79.313,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1308.0
2817,43.726,-79.303,40 to 44,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1401.0
2818,43.726,-79.293,40 to 44,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1635.0
2819,43.726,-79.291,40 to 44,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1253.0
2820,43.726,-79.287,65 to 69,Dry,Clear,Daylight,No Control,Lost control,Unknown,1310.0
2821,43.726,-79.265,20 to 24,Dry,Clear,Daylight,No Control,Exceeding Speed Limit,Inattentive,1385.3333333333333
2822,43.726,-79.265,20 to 24,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1385.3333333333333
2823,43.726,-79.265,80 to 84,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1385.3333333333333
2824,43.726,-79.243,20 to 24,Dry,Clear,"Dark, artificial",No Control,Exceeding Speed Limit,Unknown,2211.0
2825,43.727,-79.6,20 to 24,Dry,Clear,Daylight,No Control,Exceeding Speed Limit,"Ability Impaired, Drugs",1350.0
2826,43.727,-79.48,50 to 54,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1510.0
2827,43.727,-79.478,45 to 49,Wet,Rain,Daylight,No Control,Failed to Yield Right of Way,Normal,1282.0
2828,43.727,-79.478,55 to 59,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1282.0
2829,43.727,-79.471,25 to 29,Dry,Clear,"Dark, artificial",Stop Sign,Lost control,Unknown,130.0
2830,43.727,-79.449,20 to 24,Dry,Clear,Dark,Traffic Signal,Lost control,Unknown,2201.0
2831,43.727,-79.417,25 to 29,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1715.0
2832,43.727,-79.402,50 to 54,Wet,Clear,Daylight,Traffic Signal,Improper Turn,Fatigue,923.0
2833,43.727,-79.34,25 to 29,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1526.1666666666667
2834,43.727,-79.34,35 to 39,Dry,Clear,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Inattentive,1526.1666666666667
2835,43.727,-79.34,40 to 44,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1526.1666666666667
2836,43.727,-79.34,45 to 49,Wet,Rain,Dark,Traffic Signal,Improper Turn,Inattentive,1526.1666666666667
2837,43.727,-79.34,50 to 54,Dry,Clear,"Dark, artificial",Traffic Signal,Improper Turn,Inattentive,1526.1666666666667
2838,43.727,-79.34,70 to 74,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1526.1666666666667
2839,43.727,-79.327,75 to 79,Dry,Clear,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Unknown,1820.0
2840,43.727,-79.287,25 to 29,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,752.0
2841,43.727,-79.265,20 to 24,Wet,Clear,"Dark, artificial",Traffic Controller,Exceeding Speed Limit,Normal,1227.0
2842,43.727,-79.265,25 to 29,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,1227.0
2843,43.727,-79.265,25 to 29,Wet,Rain,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1227.0
2844,43.727,-79.255,50 to 54,Dry,Clear,Dark,No Control,Lost control,Normal,1950.0
2845,43.727,-79.252,15 to 19,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1825.3333333333333
2846,43.727,-79.252,55 to 59,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,1825.3333333333333
2847,43.727,-79.252,unknown,Dry,Clear,Dark,No Control,<Null>,<Null>,1825.3333333333333
2848,43.728,-79.574,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Unknown,1309.2857142857142
2849,43.728,-79.574,20 to 24,Dry,Clear,Daylight,Traffic Signal,Speed too Fast For Condition,Normal,1309.2857142857142
2850,43.728,-79.574,25 to 29,Dry,Clear,"Dusk, artificial",Traffic Signal,Exceeding Speed Limit,Inattentive,1309.2857142857142
2851,43.728,-79.574,45 to 49,Dry,Clear,"Dawn, artificial",Traffic Signal,Improper Turn,Inattentive,1309.2857142857142
2852,43.728,-79.574,45 to 49,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1309.2857142857142
2853,43.728,-79.574,60 to 64,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,"Ability Impaired, Alcohol Over .08",1309.2857142857142
2854,43.728,-79.574,unknown,Dry,Clear,Daylight,Traffic Signal,<Null>,<Null>,1309.2857142857142
2855,43.728,-79.482,40 to 44,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1900.0
2856,43.728,-79.477,50 to 54,Wet,Rain,"Daylight, artificial",Traffic Signal,Improper Turn,Inattentive,2215.0
2857,43.728,-79.433,15 to 19,Dry,Clear,Daylight,Stop Sign,Disobeyed Traffic Control,Normal,1315.0
2858,43.728,-79.431,75 to 79,Dry,Clear,Daylight,No Control,Improper Lane Change,Normal,1813.0
2859,43.728,-79.418,15 to 19,Wet,Clear,Dark,No Control,Lost control,Normal,1942.5
2860,43.728,-79.418,60 to 64,Dry,Clear,Daylight,No Control,Lost control,Medical or Physical Disability,1942.5
2861,43.728,-79.414,85 to 89,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,1507.0
2862,43.728,-79.387,65 to 69,Dry,Clear,Daylight,No Control,Following too Close,Inattentive,1438.0
2863,43.728,-79.33,15 to 19,Dry,Clear,Daylight,No Control,Speed too Fast For Condition,Inattentive,1145.0
2864,43.728,-79.304,25 to 29,Dry,Clear,Dark,No Control,Improper Turn,Inattentive,506.5
2865,43.728,-79.304,45 to 49,Dry,Clear,Daylight,Stop Sign,Lost control,Normal,506.5
2866,43.728,-79.28,55 to 59,Dry,Clear,Daylight,Stop Sign,Lost control,Normal,1335.0
2867,43.729,-79.471,30 to 34,Dry,Clear,"Dark, artificial",No Control,Exceeding Speed Limit,Unknown,2355.0
2868,43.729,-79.458,85 to 89,Dry,Clear,Daylight,No Control,Following too Close,Unknown,1152.0
2869,43.729,-79.328,35 to 39,Wet,Rain,"Dark, artificial",No Control,Speed too Fast For Condition,Normal,2106.0
2870,43.729,-79.304,20 to 24,Dry,Clear,"Dark, artificial",No Control,Improper Turn,Normal,2128.0
2871,43.729,-79.292,20 to 24,Dry,Clear,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Normal,2017.0
2872,43.729,-79.291,40 to 44,Dry,Clear,Daylight,Stop Sign,Improper Turn,Inattentive,1840.0
2873,43.729,-79.28,35 to 39,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1556.0
2874,43.729,-79.277,30 to 34,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1246.5
2875,43.729,-79.277,55 to 59,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1246.5
2876,43.729,-79.266,35 to 39,Dry,Clear,Daylight,Stop Sign,Failed to Yield Right of Way,Inattentive,1153.0
2877,43.729,-79.251,45 to 49,Dry,Clear,Daylight,No Control,Lost control,Inattentive,630.0
2878,43.729,-79.227,30 to 34,Dry,Clear,"Dark, artificial",No Control,Lost control,Inattentive,1147.5
2879,43.729,-79.227,35 to 39,Dry,Clear,"Dark, artificial",No Control,Speed too Fast For Condition,Unknown,1147.5
2880,43.73,-79.606,15 to 19,Dry,Clear,Daylight,Pedestrian Crossover,Failed to Yield Right of Way,Normal,1533.0
2881,43.73,-79.601,30 to 34,Wet,Snow,Dark,Traffic Signal,Speed too Fast For Condition,Inattentive,1293.5
2882,43.73,-79.601,60 to 64,Dry,Clear,"Dark, artificial",Traffic Signal,Lost control,Normal,1293.5
2883,43.73,-79.575,70 to 74,Dry,Clear,Daylight,No Control,Disobeyed Traffic Control,Unknown,1838.0
2884,43.73,-79.524,25 to 29,Dry,Clear,"Dusk, artificial",Traffic Signal,Lost control,Normal,2030.0
2885,43.73,-79.482,75 to 79,Dry,Clear,Daylight,Traffic Signal,Lost control,Unknown,1327.0
2886,43.73,-79.468,50 to 54,Wet,Rain,"Dark, artificial",Traffic Signal,Failed to Yield Right of Way,Normal,2025.0
2887,43.73,-79.432,40 to 44,Dry,Clear,"Dusk, artificial",Stop Sign,Failed to Yield Right of Way,Normal,1852.0
2888,43.73,-79.403,35 to 39,Dry,Clear,Dark,No Control,Failed to Yield Right of Way,Normal,605.0
2889,43.73,-79.25,85 to 89,Dry,Clear,Dark,Stop Sign,Failed to Yield Right of Way,Inattentive,1958.0
2890,43.73,-79.226,70 to 74,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,958.0
2891,43.731,-79.601,40 to 44,Dry,Clear,Dark,No Control,<Null>,<Null>,2250.0
2892,43.731,-79.601,unknown,Dry,Clear,Dark,No Control,<Null>,<Null>,2250.0
2893,43.731,-79.591,15 to 19,Dry,Clear,"Dusk, artificial",No Control,Lost control,Unknown,2014.0
2894,43.731,-79.576,35 to 39,Dry,Clear,Daylight,No Control,Improper Turn,Inattentive,1750.0
2895,43.731,-79.576,40 to 44,Dry,Clear,Daylight,No Control,Following too Close,Inattentive,1750.0
2896,43.731,-79.57,unknown,Dry,Clear,Dark,No Control,Other,Unknown,51.0
2897,43.731,-79.537,20 to 24,Dry,Clear,"Dark, artificial",No Control,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08",2244.0
2898,43.731,-79.511,30 to 34,Dry,Clear,Daylight,Traffic Signal,Lost control,Normal,1607.0
2899,43.731,-79.511,55 to 59,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Normal,1607.0
2900,43.731,-79.507,50 to 54,Dry,Clear,Daylight,No Control,Lost control,Medical or Physical Disability,1228.0
2901,43.731,-79.483,35 to 39,Dry,Clear,"Dark, artificial",No Control,Lost control,"Ability Impaired, Alcohol",881.0
2902,43.731,-79.483,55 to 59,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Normal,881.0
2903,43.731,-79.465,35 to 39,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,805.0
2904,43.731,-79.305,35 to 39,Dry,Clear,Daylight,Traffic Signal,Lost control,Inattentive,1337.0
2905,43.731,-79.286,20 to 24,Dry,Clear,Dark,No Control,Lost control,"Ability Impaired, Alcohol",1813.0
2906,43.731,-79.271,40 to 44,Wet,Clear,Dawn,Traffic Signal,Following too Close,Normal,615.0
2907,43.731,-79.267,20 to 24,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,647.3333333333334
2908,43.731,-79.267,25 to 29,Dry,Clear,Dark,No Control,Other,"Ability Impaired, Alcohol Over .08",647.3333333333334
2909,43.731,-79.267,35 to 39,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,647.3333333333334
2910,43.731,-79.225,35 to 39,Dry,Clear,Daylight,No Control,Improper Turn,Normal,1836.0
2911,43.732,-79.609,65 to 69,Wet,Rain,Dark,Traffic Signal,Improper Turn,Inattentive,2023.0
2912,43.732,-79.589,40 to 44,Loose Snow,Snow,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,930.5
2913,43.732,-79.589,65 to 69,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,930.5
2914,43.732,-79.583,40 to 44,Wet,Rain,Daylight,No Control,Lost control,Unknown,1252.0
2915,43.732,-79.458,60 to 64,Dry,Clear,Daylight,Traffic Signal,Failed to Yield Right of Way,Inattentive,1056.0
2916,43.732,-79.457,25 to 29,Wet,Clear,Dark,No Control,Lost control,Had Been Drinking,323.5
2917,43.732,-79.457,60 to 64,Dry,Clear,Dark,No Control,Improper Turn,Normal,323.5
2918,43.732,-79.456,45 to 49,Wet,Rain,Daylight,No Control,Following too Close,Inattentive,1630.0
2919,43.732,-79.419,60 to 64,Dry,Clear,Daylight,No Control,Improper Turn,Inattentive,1445.0
2920,43.732,-79.404,60 to 64,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1245.0
2921,43.732,-79.381,85 to 89,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Inattentive,1210.0
2922,43.732,-79.355,40 to 44,Dry,Clear,Dark,No Control,Lost control,"Ability Impaired, Alcohol Over .08",230.0
2923,43.732,-79.342,40 to 44,Dry,Clear,Daylight,Traffic Signal,Improper Turn,Normal,1274.0
2924,43.732,-79.342,60 to 64,Dry,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1274.0
2925,43.732,-79.341,35 to 39,Dry,Clear,Daylight,No Control,Failed to Yield Right of Way,Inattentive,1510.0
2926,43.732,-79.278,65 to 69,Dry,Clear,Daylight,No Control,Lost control,Normal,1540.0
2927,43.732,-79.267,20 to 24,Other,Clear,Daylight,Traffic Signal,Disobeyed Traffic Control,Normal,1244.75
2928,43.732,-79.267,20 to 24,Wet,Rain,"Dark, artificial",Traffic Signal,Disobeyed Traffic Control,Normal,1244.75
